1.041000000000000014e+01,7.346999999999999886e+01,8.201000000000000512e+01,8.314000000000000057e+01,8.303000000000000114e+01,8.298999999999999488e+01,8.284999999999999432e+01,8.256000000000000227e+01,8.171000000000000796e+01,7.971000000000000796e+01,7.562000000000000455e+01
9.539999999999999147e+00,6.954999999999999716e+01,7.409999999999999432e+01,7.357000000000000739e+01,7.357999999999999829e+01,7.362999999999999545e+01,7.318000000000000682e+01,7.290999999999999659e+01,7.214000000000000057e+01,7.081000000000000227e+01,6.723000000000000398e+01
9.359999999999999432e+00,6.152999999999999403e+01,7.873000000000000398e+01,8.290999999999999659e+01,8.350000000000000000e+01,8.310999999999999943e+01,8.302000000000001023e+01,8.306000000000000227e+01,8.209999999999999432e+01,8.067999999999999261e+01,7.596999999999999886e+01
1.000000000000000000e+01,2.521000000000000085e+01,8.042000000000000171e+01,8.339000000000000057e+01,8.354999999999999716e+01,8.365999999999999659e+01,8.318999999999999773e+01,8.304000000000000625e+01,8.226000000000000512e+01,8.104999999999999716e+01,7.779000000000000625e+01
1.058000000000000007e+01,2.963000000000000256e+01,7.351999999999999602e+01,7.367000000000000171e+01,7.311999999999999034e+01,7.328000000000000114e+01,7.307999999999999829e+01,7.304000000000000625e+01,7.267000000000000171e+01,7.239000000000000057e+01,6.993999999999999773e+01
9.969999999999998863e+00,7.192000000000000171e+01,8.267000000000000171e+01,8.378999999999999204e+01,8.385000000000000853e+01,8.356000000000000227e+01,8.337999999999999545e+01,8.337999999999999545e+01,8.278999999999999204e+01,8.167000000000000171e+01,7.892000000000000171e+01
1.019000000000000128e+01,7.165000000000000568e+01,7.947999999999998977e+01,8.162000000000000455e+01,8.150000000000000000e+01,8.184000000000000341e+01,8.164000000000000057e+01,8.115000000000000568e+01,8.020000000000000284e+01,7.876999999999999602e+01,7.437000000000000455e+01
1.025999999999999979e+01,2.246000000000000085e+01,8.243999999999999773e+01,8.209999999999999432e+01,8.169999999999998863e+01,8.142000000000000171e+01,8.167000000000000171e+01,8.154000000000000625e+01,8.080000000000001137e+01,7.939000000000000057e+01,7.600000000000000000e+01
1.008000000000000007e+01,6.780000000000001137e+01,7.110999999999999943e+01,7.070999999999999375e+01,7.134000000000000341e+01,7.131000000000000227e+01,7.143999999999999773e+01,7.096000000000000796e+01,7.039999999999999147e+01,7.004999999999999716e+01,6.798999999999999488e+01
9.910000000000000142e+00,2.763999999999999702e+01,8.293000000000000682e+01,8.384000000000000341e+01,8.396000000000000796e+01,8.348999999999999488e+01,8.342000000000000171e+01,8.352000000000001023e+01,8.279999999999999716e+01,8.129999999999999716e+01,7.706000000000000227e+01
